query,pv,l2,u_ds,p_ds,own_intent,own_leaf,bucket
S,26963.0,语言培训,U13,0,残缺或不可独立解释输入,短词查询,B 单个拉丁字母
翻译一下,16322.0,语言培训,U01,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
I don't know,10033.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,O 其他
翻译成中文,7357.0,语言培训,U11,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
Thank you,3006.0,语言培训,U11,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
新航道雅思培训机构怎么样,2937.0,语言培训,U05,0,通用操作与生活指南,查询学校和教育信息,O 其他
My god,2843.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,A 英文短语(语言培训)
翻译中文,2470.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
英文,2268.0,语言培训,U02,0,残缺或不可独立解释输入,查询字词翻译与语言知识,N 其余1–2字碎片(疑似语音截断/未打完)
英语,2257.0,语言培训,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
中文,2215.0,语言培训,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
帮我翻译一下,2032.0,语言培训,U11,0,修改上一轮输出,查询字词翻译与语言知识,O 其他
帮我翻译,1992.0,语言培训,U10,0,修改上一轮输出,查询字词翻译与语言知识,O 其他
翻译成英文,1764.0,语言培训,U01,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
A,1364.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
Yeah,1342.0,语言培训,U13,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
新东方雅思班价目表,1298.0,语言培训,U03,0,价格或费用查询,查询价格费用,O 其他
I love you,1214.0,语言培训,U11,0,无内容社交与情绪表达轮,归集含“我”字杂项查询,O 其他
Come on,1202.0,语言培训,U13,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
翻译。,1196.0,语言培训,U01,0,残缺或不可独立解释输入,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
音标,1180.0,语言培训,U02,0,残缺或不可独立解释输入,查询字词翻译与语言知识,N 其余1–2字碎片(疑似语音截断/未打完)
百度翻译,1149.0,语言培训,U01,0,前往官方入口或话题聚合页,查询百度及百度AI入口,O 其他
使用更高级的表达,1123.0,语言培训,U11,0,修改上一轮输出,继续或重新生成内容,O 其他
翻译全文,1081.0,语言培训,U13,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
B,965.0,语言培训,U13,0,残缺或不可独立解释输入,短词查询,B 单个拉丁字母
能再翻译一遍吗,921.0,语言培训,U11,0,修改上一轮输出,改写已有回复,O 其他
No,912.0,语言培训,U13,0,无内容社交与情绪表达轮,确认性问题解答,A 英文短语(语言培训)
翻译英文转中文,877.0,语言培训,U01,0,按线索查找或获取影音书资源,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
Yes,867.0,语言培训,U11,0,无内容社交与情绪表达轮,确认性问题解答,A 英文短语(语言培训)
中文翻译,864.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
翻译英文,828.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
英文翻译,796.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
译文,761.0,语言培训,U02,0,解释含义或识别指称,查询字词翻译与语言知识,N 其余1–2字碎片(疑似语音截断/未打完)
用英语,755.0,语言培训,U11,0,残缺或不可独立解释输入,查询字词翻译与语言知识,O 其他
Hello hello,751.0,语言培训,U11,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
pull down,750.0,语言培训,U13,0,残缺或不可独立解释输入,查询双腿张开姿势,A 英文短语(语言培训)
翻译英语,721.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
翻译一下。,709.0,语言培训,U13,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
C,693.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
帮我翻译成中文,666.0,语言培训,U11,0,修改上一轮输出,查询字词翻译与语言知识,O 其他
I,629.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,B 单个拉丁字母
新航道雅思培训机构电话,628.0,语言培训,U03,0,枚举清单或建议推荐,查询联系电话,O 其他
I don't know what to do,619.0,语言培训,U13,1,无内容社交与情绪表达轮,归集含“我”字杂项查询,O 其他
二十词英文作文,603.0,语言培训,U10,0,生成或改写文本,查询字词翻译与语言知识,O 其他
I don't think so,599.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,O 其他
Hey,586.0,语言培训,U11,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
What,580.0,语言培训,U13,0,残缺或不可独立解释输入,查询事物或词语的含义与说明,A 英文短语(语言培训)
翻译成英语,541.0,语言培训,U11,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
翻译成白话文,530.0,语言培训,U13,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
I don't want to,512.0,语言培训,U13,0,无内容社交与情绪表达轮,归集含“我”字杂项查询,O 其他
这个是什么意思？,493.0,语言培训,U13,0,解释含义或识别指称,查询事物或词语的含义与说明,D 识图/指代识别(这是谁/这是什么字…)
英语翻译,491.0,语言培训,U01,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
m,479.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
26个英文字母,463.0,语言培训,U08,0,枚举清单或建议推荐,查询字词翻译与语言知识,O 其他
h,461.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
猜猜我是男孩还是女孩英语怎么说,455.0,语言培训,U10,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
翻译成汉语,447.0,语言培训,U13,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
能再翻译一次吗,447.0,语言培训,U11,0,修改上一轮输出,改写已有回复,O 其他
Sil,441.0,语言培训,U13,0,解释含义或识别指称,查询短编号、IP地址及专名,A 英文短语(语言培训)
b,437.0,语言培训,U13,0,残缺或不可独立解释输入,短词查询,B 单个拉丁字母
英文版,435.0,语言培训,U13,0,按线索查找或获取影音书资源,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
翻译成中文。,411.0,语言培训,U11,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
I don't know what,403.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,O 其他
怎么读,401.0,语言培训,U13,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
发音,400.0,语言培训,U01,0,残缺或不可独立解释输入,查询字词翻译与语言知识,N 其余1–2字碎片(疑似语音截断/未打完)
com,397.0,语言培训,U13,0,前往官方入口或话题聚合页,查询网站官网与邮箱登录注册入口,A 英文短语(语言培训)
D,384.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
What are you doing?,371.0,语言培训,U11,0,无内容社交与情绪表达轮,查询事物或词语的含义与说明,A 英文短语(语言培训)
You,360.0,语言培训,U02,0,残缺或不可独立解释输入,识别日常口语片段并应答,A 英文短语(语言培训)
怎么读？,358.0,语言培训,U13,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
英文什么意思,353.0,语言培训,U04,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
"That's a,good thing",345.0,语言培训,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,A 英文短语(语言培训)
翻译这篇文章,342.0,语言培训,U10,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
翻译器,340.0,语言培训,U01,0,残缺或不可独立解释输入,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
T,339.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
i,339.0,语言培训,U13,0,残缺或不可独立解释输入,归集含“我”字杂项查询,B 单个拉丁字母
a,323.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
<div>—Do you have a pet dog?  —______ It's cute.</div>,322.0,语言培训,U09,0,无内容社交与情绪表达轮,短句文案查询,O 其他
n,319.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
报名英语,319.0,语言培训,U13,0,残缺或不可独立解释输入,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
的英文,318.0,语言培训,U13,0,解释含义或识别指称,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
v,314.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
What's your name,306.0,语言培训,U11,0,残缺或不可独立解释输入,名称查询,A 英文短语(语言培训)
帮我翻译一下。,306.0,语言培训,U13,0,修改上一轮输出,查询字词翻译与语言知识,O 其他
s,305.0,语言培训,U13,0,残缺或不可独立解释输入,短词查询,B 单个拉丁字母
o,295.0,语言培训,U13,0,残缺或不可独立解释输入,查询短编号、IP地址及专名,B 单个拉丁字母
翻译文章,294.0,语言培训,U10,0,生成或改写文本,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
Okay,292.0,语言培训,U11,0,无内容社交与情绪表达轮,识别日常口语片段并应答,A 英文短语(语言培训)
用更简单的单词重写一遍,285.0,语言培训,U11,0,修改上一轮输出,文本缩短请求,O 其他
全部翻译,284.0,语言培训,U11,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
