query,bu_leaf,bu_leaf_name,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_confidence,td_margin,td_ambiguous,td_l2
母亲dna和儿子dna一样吗,16,查询化验检查指标含义与异常原因,30,0.0092,True,MEDICAL_KNOWLEDGE_LOOKUP,0.524,0.2144,False,MEDICAL_KNOWLEDGE_LOOKUP__2
下面干涩没水怎么解决,34,查询皮肤黏膜异常症状与处理建议,38,0.0177,True,SYMPTOM_CAUSE_LOOKUP,0.6013,0.2342,False,SYMPTOM_CAUSE_LOOKUP__5
芬必得的功效,20,功效作用与副作用查询,3,0.0499,False,PRODUCT_INFO_LOOKUP,0.9956,0.9924,False,PRODUCT_INFO_LOOKUP__2
石榴籽能不能吃,8,查询食物药物能否食用,16,0.1786,False,PERMISSION_VERDICT,0.9656,0.949,False,PERMISSION_VERDICT__1
得了破伤风的症状表现,30,查询疾病症状与诊疗信息,47,0.0632,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8651,0.7935,False,MEDICAL_KNOWLEDGE_LOOKUP__1
沙苑子的功效,20,功效作用与副作用查询,3,0.0253,False,PRODUCT_INFO_LOOKUP,0.9913,0.9862,False,PRODUCT_INFO_LOOKUP__2
精氨酸的作用,20,功效作用与副作用查询,3,0.115,False,PRODUCT_INFO_LOOKUP,0.9852,0.9769,False,PRODUCT_INFO_LOOKUP__1
为什么白萝卜和胡萝卜不能一块吃,10,查询食物营养与健康影响,42,0.0043,True,INTERACTION_VERDICT,0.7226,0.6276,False,INTERACTION_VERDICT__3
中药黄精的功效与禁忌,23,查询物品功效与作用,25,0.0686,False,PRODUCT_INFO_LOOKUP,0.9899,0.9859,False,PRODUCT_INFO_LOOKUP__2
紫苏叶泡水喝的功效,20,功效作用与副作用查询,3,0.006,True,PRODUCT_INFO_LOOKUP,0.9881,0.98,False,PRODUCT_INFO_LOOKUP__2
毛豆的营养价值,10,查询食物营养与健康影响,42,0.0756,False,PRODUCT_INFO_LOOKUP,0.6674,0.5226,False,PRODUCT_INFO_LOOKUP__2
"胃溃疡吃什么药,胃溃疡的治疗",12,病症用药饮食查询,45,0.1778,False,TREATMENT_SEEKING,0.997,0.9952,False,TREATMENT_SEEKING__2
手机护眼模式有用吗,25,中药与中成药信息查询,26,0.0021,True,EFFICACY_VERDICT,0.3183,0.1544,False,EFFICACY_VERDICT__2
小肚子隐隐作痛,28,查询身体不适症状原因,33,0.1499,False,SYMPTOM_CAUSE_LOOKUP,0.9808,0.9768,False,SYMPTOM_CAUSE_LOOKUP__2
吃甜食、喝奶茶能缓解开学焦虑吗,13,特定场景饮品饮用适宜性查询,18,0.0338,False,EFFICACY_VERDICT,0.3101,0.1643,False,EFFICACY_VERDICT__1
上环13天了可以同房吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0025,True,PERMISSION_VERDICT,0.8057,0.733,False,PERMISSION_VERDICT__2
月经推迟20天不来吃了黄体酮也没来怎样才能让月经快,29,解答月经避孕怀孕相关疑问,41,0.1338,False,TREATMENT_SEEKING,0.4607,0.2272,False,TREATMENT_SEEKING__2
盆腔积液怎么引起的,34,查询皮肤黏膜异常症状与处理建议,38,0.0002,True,TREATMENT_SEEKING,0.4822,0.2361,False,TREATMENT_SEEKING__1
血红蛋白偏低,16,查询化验检查指标含义与异常原因,30,0.1296,False,OWN_CASE_VERDICT,0.7187,0.5965,False,OWN_CASE_VERDICT__1
结肠癌术后能活多久啊,36,医疗恢复与检查时间查询,6,0.1247,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.6012,0.2184,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
鼻子干是肺火还是肝火,35,呼吸道症状与用药建议查询,39,0.141,False,SYMPTOM_CAUSE_LOOKUP,0.6309,0.3369,False,SYMPTOM_CAUSE_LOOKUP__4
默沙东九价疫苗,30,查询疾病症状与诊疗信息,47,0.0204,False,PROVIDER_NAVIGATION_AND_ADMIN,0.6256,0.4585,False,PROVIDER_NAVIGATION_AND_ADMIN__2
成绩好的学生就不会有开学焦虑？,4,医生信息查询,44,0.0021,True,SYMPTOM_CAUSE_LOOKUP,0.2738,0.0312,False,SYMPTOM_CAUSE_LOOKUP__3
玫瑰花可以天天泡水喝吗,13,特定场景饮品饮用适宜性查询,18,0.1529,False,PERMISSION_VERDICT,0.3059,0.0374,False,PERMISSION_VERDICT__1
霉菌性霉菌性阴炎用什么药好得快,12,病症用药饮食查询,45,0.1103,False,TREATMENT_SEEKING,0.9725,0.9661,False,TREATMENT_SEEKING__2
蛇油的功效与作用有哪些？,23,查询物品功效与作用,25,0.1272,False,PRODUCT_INFO_LOOKUP,0.9914,0.9857,False,PRODUCT_INFO_LOOKUP__2
写作业时台灯放左边还是右边,28,查询身体不适症状原因,33,0.0161,True,PROVIDER_NAVIGATION_AND_ADMIN,0.4076,0.1066,False,PROVIDER_NAVIGATION_AND_ADMIN__2
富贵包微创手术大概多少钱,36,医疗恢复与检查时间查询,6,0.155,False,PROVIDER_NAVIGATION_AND_ADMIN,0.9892,0.9851,False,PROVIDER_NAVIGATION_AND_ADMIN__2
吃奥司他韦能喝酒吗,13,特定场景饮品饮用适宜性查询,18,0.1345,False,INTERACTION_VERDICT,0.7324,0.5105,False,INTERACTION_VERDICT__1
维力优纤功效,20,功效作用与副作用查询,3,0.0599,False,PRODUCT_INFO_LOOKUP,0.9839,0.9782,False,PRODUCT_INFO_LOOKUP__2
甲泼尼龙片功效,20,功效作用与副作用查询,3,0.0804,False,PRODUCT_INFO_LOOKUP,0.9774,0.9703,False,PRODUCT_INFO_LOOKUP__1
冬虫夏草正确泡水方法,25,中药与中成药信息查询,26,0.0477,False,PRODUCT_INFO_LOOKUP,0.4943,0.35,False,PRODUCT_INFO_LOOKUP__2
什么食物降血糖好,18,血糖与糖尿病管理查询,46,0.1391,False,TREATMENT_SEEKING,0.5958,0.2465,False,TREATMENT_SEEKING__2
妇女小便的BBBBBB是什么的,34,查询皮肤黏膜异常症状与处理建议,38,0.032,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3917,0.1468,False,MEDICAL_KNOWLEDGE_LOOKUP__2
五味子副作用,20,功效作用与副作用查询,3,0.1073,False,PRODUCT_INFO_LOOKUP,0.9845,0.9815,False,PRODUCT_INFO_LOOKUP__1
橘红吃多了有什么副作用吗,20,功效作用与副作用查询,3,0.0741,False,PRODUCT_INFO_LOOKUP,0.6459,0.421,False,PRODUCT_INFO_LOOKUP__2
尿酸高怎么治疗,16,查询化验检查指标含义与异常原因,30,0.0681,False,TREATMENT_SEEKING,0.9982,0.9973,False,TREATMENT_SEEKING__1
济生乌梅丸的配方,25,中药与中成药信息查询,26,0.1131,False,PRODUCT_INFO_LOOKUP,0.9647,0.955,False,PRODUCT_INFO_LOOKUP__2
腰椎间盘突出压迫神经腿脚疼痛怎么治,26,查询骨科伤病诊疗与康复信息,43,0.0278,False,TREATMENT_SEEKING,0.984,0.9763,False,TREATMENT_SEEKING__1
桑叶的功效有哪些,20,功效作用与副作用查询,3,0.0656,False,PRODUCT_INFO_LOOKUP,0.9732,0.9562,False,PRODUCT_INFO_LOOKUP__2
少腹逐瘀能治炎症吗,25,中药与中成药信息查询,26,0.0099,True,EFFICACY_VERDICT,0.4732,0.2606,False,EFFICACY_VERDICT__2
普通的苹果醋可以减肥吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.018,True,EFFICACY_VERDICT,0.8786,0.8393,False,EFFICACY_VERDICT__1
测血压用左手还是右手？上午的血压与下午的血压那个高...,14,血压问题查询,40,0.2002,False,HOME_DEVICE_SELFTEST,0.3524,0.1912,False,HOME_DEVICE_SELFTEST__1
藏红花泡水喝有什么功效和作用,20,功效作用与副作用查询,3,0.1055,False,PRODUCT_INFO_LOOKUP,0.9686,0.9433,False,PRODUCT_INFO_LOOKUP__2
什么样的人不能喝蜂蜜,13,特定场景饮品饮用适宜性查询,18,0.1451,False,PRODUCT_INFO_LOOKUP,0.4164,0.0092,True,PRODUCT_INFO_LOOKUP__2
胃萎缩性胃炎c2严重吗,35,呼吸道症状与用药建议查询,39,0.0147,True,OWN_CASE_VERDICT,0.528,0.1198,False,OWN_CASE_VERDICT__5
蛋白粉可以经常吃吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0623,False,PERMISSION_VERDICT,0.5119,0.3636,False,PERMISSION_VERDICT__1
脚后跟疼是怎么回事什么原因,32,症状原因查询,36,0.0165,True,SYMPTOM_CAUSE_LOOKUP,0.9841,0.9759,False,SYMPTOM_CAUSE_LOOKUP__2
需要吃抗过敏药吗？,24,药品用法与相互作用查询,19,0.024,False,TREATMENT_SEEKING,0.3657,0.1207,False,TREATMENT_SEEKING__2
瑞舒伐他汀钙片一次能吃半片吗,24,药品用法与相互作用查询,19,0.0701,False,INTERACTION_VERDICT,0.414,0.0923,False,INTERACTION_VERDICT__2
成人三级视功能能保持几年,36,医疗恢复与检查时间查询,6,0.03,False,MEDICAL_KNOWLEDGE_LOOKUP,0.2968,0.1228,False,MEDICAL_KNOWLEDGE_LOOKUP__3
什么是谷丙转氨酶？谷丙转氨酶越高越好，还,16,查询化验检查指标含义与异常原因,30,0.1455,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8807,0.7791,False,MEDICAL_KNOWLEDGE_LOOKUP__2
急性肠胃炎和慢性肠胃炎的区别？,35,呼吸道症状与用药建议查询,39,0.0319,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.318,0.0401,False,DIAGNOSIS_PROGNOSIS_VERDICT__6
奥美沙坦和厄贝沙坦哪个强,24,药品用法与相互作用查询,19,0.0191,True,ENTITY_COMPARISON,0.8772,0.8372,False,ENTITY_COMPARISON__3
每晚3点左右醒是什么病？,33,症状原因查询,37,0.0217,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.392,0.1295,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
肾透明细胞癌严重吗,16,查询化验检查指标含义与异常原因,30,0.0818,False,OWN_CASE_VERDICT,0.4935,0.0495,False,OWN_CASE_VERDICT__1
艾灸神阙穴的作用,20,功效作用与副作用查询,3,0.0361,False,PRODUCT_INFO_LOOKUP,0.7837,0.6949,False,PRODUCT_INFO_LOOKUP__2
吃多了红心火龙果会上火吗？,10,查询食物营养与健康影响,42,0.0553,False,PRODUCT_INFO_LOOKUP,0.2721,0.0415,False,PRODUCT_INFO_LOOKUP__2
肛门癌与痔疮的区别有哪些？,30,查询疾病症状与诊疗信息,47,0.0157,True,ENTITY_COMPARISON,0.533,0.2218,False,ENTITY_COMPARISON__2
手足口病症状,30,查询疾病症状与诊疗信息,47,0.0147,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9101,0.8787,False,MEDICAL_KNOWLEDGE_LOOKUP__1
怎么得甲亢的,31,查询健康症状处理办法,35,0.0074,True,SYMPTOM_CAUSE_LOOKUP,0.4688,0.2081,False,SYMPTOM_CAUSE_LOOKUP__3
夫妻性生活多久一次正常,19,判断身体症状或检查结果是否正常,32,0.0613,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7767,0.7264,False,MEDICAL_KNOWLEDGE_LOOKUP__2
初期感染hpv有什么症状,30,查询疾病症状与诊疗信息,47,0.1261,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9958,0.9943,False,MEDICAL_KNOWLEDGE_LOOKUP__1
吃紧急避孕药多长时间有效,29,解答月经避孕怀孕相关疑问,41,0.0237,False,DOSAGE_ADMINISTRATION,0.5554,0.4262,False,DOSAGE_ADMINISTRATION__2
高血压低压高吃什么药,14,血压问题查询,40,0.1341,False,TREATMENT_SEEKING,0.9977,0.9969,False,TREATMENT_SEEKING__2
巴沙鱼为什么不宜吃,10,查询食物营养与健康影响,42,0.0296,False,PRODUCT_INFO_LOOKUP,0.4495,0.2689,False,PRODUCT_INFO_LOOKUP__2
子宫息肉如何治疗,29,解答月经避孕怀孕相关疑问,41,0.0093,True,TREATMENT_SEEKING,0.9946,0.9931,False,TREATMENT_SEEKING__1
999感冒灵小孩可以吃吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.1548,False,PERMISSION_VERDICT,0.9289,0.8814,False,PERMISSION_VERDICT__2
磨玻璃肺结节就是肺癌吗,30,查询疾病症状与诊疗信息,47,0.0724,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.806,0.7329,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
橄榄油有什么功效与作用,23,查询物品功效与作用,25,0.0774,False,PRODUCT_INFO_LOOKUP,0.9591,0.9318,False,PRODUCT_INFO_LOOKUP__2
枳实消痞丸的功效和作用,20,功效作用与副作用查询,3,0.096,False,PRODUCT_INFO_LOOKUP,0.9227,0.8693,False,PRODUCT_INFO_LOOKUP__2
风寒感冒和风热感冒的症状区别,30,查询疾病症状与诊疗信息,47,0.0077,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6496,0.4646,False,MEDICAL_KNOWLEDGE_LOOKUP__1
高血压一般吃什么食物,14,血压问题查询,40,0.0663,False,TREATMENT_SEEKING,0.7805,0.5953,False,TREATMENT_SEEKING__2
换新班级社交焦虑怎么办,31,查询健康症状处理办法,35,0.2782,False,TREATMENT_SEEKING,0.9676,0.9458,False,TREATMENT_SEEKING__1
黑木耳有什么功效,20,功效作用与副作用查询,3,0.1541,False,PRODUCT_INFO_LOOKUP,0.9881,0.981,False,PRODUCT_INFO_LOOKUP__2
脂蛋白(a)高,16,查询化验检查指标含义与异常原因,30,0.1543,False,OWN_CASE_VERDICT,0.6706,0.4838,False,OWN_CASE_VERDICT__1
身体觉得很累很乏力是怎么回事,32,症状原因查询,36,0.1937,False,SYMPTOM_CAUSE_LOOKUP,0.99,0.9855,False,SYMPTOM_CAUSE_LOOKUP__2
足底筋膜炎会自愈吗？,27,肢体不适症状查询,28,0.0857,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.8505,0.7333,False,DIAGNOSIS_PROGNOSIS_VERDICT__3
开学前情绪暂停法是什么,33,症状原因查询,37,0.0449,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3938,0.2183,False,MEDICAL_KNOWLEDGE_LOOKUP__3
经常喝豆浆有什么好处和坏处,11,健康利弊查询,24,0.2486,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4903,0.1494,False,MEDICAL_KNOWLEDGE_LOOKUP__2
硒对人体有什么作用与功效,20,功效作用与副作用查询,3,0.1387,False,PRODUCT_INFO_LOOKUP,0.911,0.8512,False,PRODUCT_INFO_LOOKUP__2
脑供血不足是大脑缺血吗,17,查询心脑血管疾病诊疗信息,31,0.1119,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.3919,0.0956,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
银耳可以隔夜吃吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0959,False,PERMISSION_VERDICT,0.3114,0.0252,False,PERMISSION_VERDICT__1
金匮肾气丸的四大功效,25,中药与中成药信息查询,26,0.0306,False,PRODUCT_INFO_LOOKUP,0.9611,0.9484,False,PRODUCT_INFO_LOOKUP__2
生普洱茶的功效,20,功效作用与副作用查询,3,0.0366,False,PRODUCT_INFO_LOOKUP,0.9877,0.9812,False,PRODUCT_INFO_LOOKUP__2
我想了解前列舒通胶囊,24,药品用法与相互作用查询,19,0.0944,False,PRODUCT_INFO_LOOKUP,0.6892,0.594,False,PRODUCT_INFO_LOOKUP__1
打四针剂狂犬疫苗，已经打了三针，最后一针可以不打吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.015,True,OWN_CASE_VERDICT,0.3148,0.0638,False,OWN_CASE_VERDICT__4
弥猴桃的功效与副作用,23,查询物品功效与作用,25,0.0351,False,PRODUCT_INFO_LOOKUP,0.9973,0.9958,False,PRODUCT_INFO_LOOKUP__2
口腔溃疡怎么引起,35,呼吸道症状与用药建议查询,39,0.0484,False,TREATMENT_SEEKING,0.4388,0.1956,False,TREATMENT_SEEKING__1
女性吃奇亚籽的功效与禁忌,23,查询物品功效与作用,25,0.0847,False,PRODUCT_INFO_LOOKUP,0.9927,0.991,False,PRODUCT_INFO_LOOKUP__2
肠镜检查提前需要做好什么准备？,36,医疗恢复与检查时间查询,6,0.0899,False,MEDICAL_KNOWLEDGE_LOOKUP,0.325,0.0292,False,MEDICAL_KNOWLEDGE_LOOKUP__3
女性下体几种唇形稀有,30,查询疾病症状与诊疗信息,47,0.0042,True,MEDICAL_KNOWLEDGE_LOOKUP,0.2721,0.0263,False,MEDICAL_KNOWLEDGE_LOOKUP__3
结肠炎吃什么药好,12,病症用药饮食查询,45,0.2609,False,TREATMENT_SEEKING,0.9994,0.9993,False,TREATMENT_SEEKING__2
我想了解复方消化酶胶囊,24,药品用法与相互作用查询,19,0.0599,False,PRODUCT_INFO_LOOKUP,0.4545,0.2518,False,PRODUCT_INFO_LOOKUP__1
肌肉拉伤怎么好的快,26,查询骨科伤病诊疗与康复信息,43,0.0026,True,TREATMENT_SEEKING,0.9619,0.9498,False,TREATMENT_SEEKING__1
黛力新副作用真的那么可怕吗,20,功效作用与副作用查询,3,0.0967,False,EFFICACY_VERDICT,0.6867,0.4888,False,EFFICACY_VERDICT__2
盐酸达泊西汀效果持续多久,24,药品用法与相互作用查询,19,0.1427,False,DOSAGE_ADMINISTRATION,0.8387,0.7652,False,DOSAGE_ADMINISTRATION__2
阿托伐他汀功效与作用及副作用,23,查询物品功效与作用,25,0.0702,False,PRODUCT_INFO_LOOKUP,0.9593,0.9433,False,PRODUCT_INFO_LOOKUP__1
这种情况癌变概率大吗？,30,查询疾病症状与诊疗信息,47,0.0783,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.967,0.9502,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
骨化三醇副作用大吗？,20,功效作用与副作用查询,3,0.0617,False,PRODUCT_INFO_LOOKUP,0.8759,0.8106,False,PRODUCT_INFO_LOOKUP__1
心门穴的准确位置图作用功效,26,查询骨科伤病诊疗与康复信息,43,0.038,False,PRODUCT_INFO_LOOKUP,0.4895,0.027,False,PRODUCT_INFO_LOOKUP__2
逍遥丸的作用与功能主治,20,功效作用与副作用查询,3,0.0481,False,PRODUCT_INFO_LOOKUP,0.9533,0.9299,False,PRODUCT_INFO_LOOKUP__2
左氧氟沙星的副作用大吗,24,药品用法与相互作用查询,19,0.0008,True,PRODUCT_INFO_LOOKUP,0.8296,0.7864,False,PRODUCT_INFO_LOOKUP__1
牛肉是发物吗？,10,查询食物营养与健康影响,42,0.0483,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6945,0.5931,False,MEDICAL_KNOWLEDGE_LOOKUP__2
紫甘蓝的功效与作用及食用方法,23,查询物品功效与作用,25,0.1466,False,PRODUCT_INFO_LOOKUP,0.9469,0.9154,False,PRODUCT_INFO_LOOKUP__2
脚浮肿是什么原因引起的,33,症状原因查询,37,0.1009,False,SYMPTOM_CAUSE_LOOKUP,0.9964,0.9951,False,SYMPTOM_CAUSE_LOOKUP__1
人参果功效与作用禁忌,23,查询物品功效与作用,25,0.198,False,PRODUCT_INFO_LOOKUP,0.9936,0.9905,False,PRODUCT_INFO_LOOKUP__2
蜈蚣功能与主治作用,23,查询物品功效与作用,25,0.0135,True,PRODUCT_INFO_LOOKUP,0.9089,0.8646,False,PRODUCT_INFO_LOOKUP__2
黑米有什么功效,20,功效作用与副作用查询,3,0.1421,False,PRODUCT_INFO_LOOKUP,0.9631,0.9417,False,PRODUCT_INFO_LOOKUP__2
小孩头晕一般什么原因,33,症状原因查询,37,0.192,False,SYMPTOM_CAUSE_LOOKUP,0.9933,0.9899,False,SYMPTOM_CAUSE_LOOKUP__3
阿司匹林肠溶片晚上吃好还是早上好,24,药品用法与相互作用查询,19,0.0377,False,DOSAGE_ADMINISTRATION,0.6217,0.4483,False,DOSAGE_ADMINISTRATION__4
急性白血病是什么,16,查询化验检查指标含义与异常原因,30,0.0299,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9479,0.9113,False,MEDICAL_KNOWLEDGE_LOOKUP__1
女 29岁 202609/1000_b_image_2099324784121257984_a38e958.jpg,15,解读个人健康指标与用药疑问,29,0.2685,False,PROVIDER_NAVIGATION_AND_ADMIN,0.3699,0.137,False,PROVIDER_NAVIGATION_AND_ADMIN__1
达格列净和恩格列净有什么区别,20,功效作用与副作用查询,3,0.012,True,ENTITY_COMPARISON,0.9697,0.9607,False,ENTITY_COMPARISON__1
胶质瘤严重有什么症状？,30,查询疾病症状与诊疗信息,47,0.0963,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7344,0.5649,False,MEDICAL_KNOWLEDGE_LOOKUP__1
虫草花的正确吃法和功效,20,功效作用与副作用查询,3,0.0657,False,PRODUCT_INFO_LOOKUP,0.9489,0.9354,False,PRODUCT_INFO_LOOKUP__2
吃味精对身体有害吗？,10,查询食物营养与健康影响,42,0.055,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3755,0.0176,True,MEDICAL_KNOWLEDGE_LOOKUP__2
植物神经紊乱十大症状,30,查询疾病症状与诊疗信息,47,0.0305,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8487,0.7556,False,MEDICAL_KNOWLEDGE_LOOKUP__3
痰湿是什么症状,30,查询疾病症状与诊疗信息,47,0.0107,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9472,0.9022,False,MEDICAL_KNOWLEDGE_LOOKUP__1
西梅汁怎么喝治便秘,13,特定场景饮品饮用适宜性查询,18,0.0761,False,TREATMENT_SEEKING,0.475,0.314,False,TREATMENT_SEEKING__2
载脂蛋白b,16,查询化验检查指标含义与异常原因,30,0.162,False,OWN_CASE_VERDICT,0.4824,0.1436,False,OWN_CASE_VERDICT__1
弥猴桃叶的功效与作用,23,查询物品功效与作用,25,0.2076,False,PRODUCT_INFO_LOOKUP,0.9983,0.9974,False,PRODUCT_INFO_LOOKUP__2
胆囊结石合并息肉会癌变吗,30,查询疾病症状与诊疗信息,47,0.028,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.8715,0.823,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
我想了解急性心肌梗死,17,查询心脑血管疾病诊疗信息,31,0.1549,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7791,0.669,False,MEDICAL_KNOWLEDGE_LOOKUP__3
葫芦哪些人不能吃,8,查询食物药物能否食用,16,0.1337,False,PRODUCT_INFO_LOOKUP,0.7792,0.6629,False,PRODUCT_INFO_LOOKUP__2
蛋白粉的禁忌,16,查询化验检查指标含义与异常原因,30,0.0009,True,PRODUCT_INFO_LOOKUP,0.6471,0.4051,False,PRODUCT_INFO_LOOKUP__1
男男性恋怎么处理同房问题,30,查询疾病症状与诊疗信息,47,0.0095,True,TREATMENT_SEEKING,0.4037,0.0392,False,TREATMENT_SEEKING__1
长期吃百香果好吗？,10,查询食物营养与健康影响,42,0.0391,False,PRODUCT_INFO_LOOKUP,0.7734,0.6523,False,PRODUCT_INFO_LOOKUP__2
奥司他韦副作用大吗,24,药品用法与相互作用查询,19,0.0169,True,PRODUCT_INFO_LOOKUP,0.8608,0.8308,False,PRODUCT_INFO_LOOKUP__1
术后多久能恢复正常？,36,医疗恢复与检查时间查询,6,0.1711,False,RECOVERY_TIMELINE,0.8956,0.8446,False,RECOVERY_TIMELINE__1
血压偏低是什么原因引起的,14,血压问题查询,40,0.0137,True,SYMPTOM_CAUSE_LOOKUP,0.9719,0.9521,False,SYMPTOM_CAUSE_LOOKUP__3
绞股蓝总苷胶囊的功效,20,功效作用与副作用查询,3,0.0592,False,PRODUCT_INFO_LOOKUP,0.9837,0.9796,False,PRODUCT_INFO_LOOKUP__1
女人40岁乳房很丰满正常吗,19,判断身体症状或检查结果是否正常,32,0.1738,False,OWN_CASE_VERDICT,0.9917,0.9889,False,OWN_CASE_VERDICT__3
花旗参的功效与作用？,23,查询物品功效与作用,25,0.2013,False,PRODUCT_INFO_LOOKUP,0.9923,0.9872,False,PRODUCT_INFO_LOOKUP__2
怀孕多久能测出来,29,解答月经避孕怀孕相关疑问,41,0.0812,False,REPRODUCTIVE_TIMELINE,0.6861,0.5346,False,REPRODUCTIVE_TIMELINE__1
参松养心胶囊可以长期服用吗,24,药品用法与相互作用查询,19,0.0398,False,DOSAGE_ADMINISTRATION,0.3166,0.0436,False,DOSAGE_ADMINISTRATION__1
茄子的功效和作用营养价值,20,功效作用与副作用查询,3,0.0593,False,PRODUCT_INFO_LOOKUP,0.9328,0.8917,False,PRODUCT_INFO_LOOKUP__2
咖啡的功效与作用及副作用,23,查询物品功效与作用,25,0.1087,False,PRODUCT_INFO_LOOKUP,0.9689,0.9533,False,PRODUCT_INFO_LOOKUP__1
桂皮的危害,20,功效作用与副作用查询,3,0.0244,False,PRODUCT_INFO_LOOKUP,0.9724,0.9598,False,PRODUCT_INFO_LOOKUP__2
我想了解软组织挫伤,26,查询骨科伤病诊疗与康复信息,43,0.0278,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6387,0.5747,False,MEDICAL_KNOWLEDGE_LOOKUP__3
什么是阴虚的症状,30,查询疾病症状与诊疗信息,47,0.0564,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9976,0.9968,False,MEDICAL_KNOWLEDGE_LOOKUP__1
护肝片的功效与作用,23,查询物品功效与作用,25,0.1743,False,PRODUCT_INFO_LOOKUP,0.9574,0.9283,False,PRODUCT_INFO_LOOKUP__2
肺癌骨转移有什么表现,30,查询疾病症状与诊疗信息,47,0.0635,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.382,0.0615,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
多潘立酮片功能主治,24,药品用法与相互作用查询,19,0.0478,False,PRODUCT_INFO_LOOKUP,0.9966,0.9957,False,PRODUCT_INFO_LOOKUP__1
怀孕血糖的正常值是多少,18,血糖与糖尿病管理查询,46,0.0589,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8356,0.7455,False,MEDICAL_KNOWLEDGE_LOOKUP__2
三七，丹参，西洋参，天麻粉一起有什么功效,20,功效作用与副作用查询,3,0.0133,True,PRODUCT_INFO_LOOKUP,0.8167,0.7502,False,PRODUCT_INFO_LOOKUP__2
淋巴瘤是什么病？,30,查询疾病症状与诊疗信息,47,0.1065,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.7668,0.553,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
泼尼松的副作用是什么,20,功效作用与副作用查询,3,0.0874,False,PRODUCT_INFO_LOOKUP,0.8914,0.8402,False,PRODUCT_INFO_LOOKUP__1
得了甲状腺癌严重吗？,30,查询疾病症状与诊疗信息,47,0.0798,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.9435,0.9144,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
吃鹅肉有什么好处和坏处,11,健康利弊查询,24,0.2945,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3646,0.09,False,MEDICAL_KNOWLEDGE_LOOKUP__2
利多卡因的功效,20,功效作用与副作用查询,3,0.0425,False,PRODUCT_INFO_LOOKUP,0.9903,0.9849,False,PRODUCT_INFO_LOOKUP__2
黑松露有什么功效,20,功效作用与副作用查询,3,0.1809,False,PRODUCT_INFO_LOOKUP,0.9485,0.9029,False,PRODUCT_INFO_LOOKUP__2
玉米的营养价值和功效,10,查询食物营养与健康影响,42,0.0217,False,PRODUCT_INFO_LOOKUP,0.9109,0.8722,False,PRODUCT_INFO_LOOKUP__2
高密度脂蛋白偏高是什么意思,16,查询化验检查指标含义与异常原因,30,0.1895,False,OWN_CASE_VERDICT,0.7739,0.6407,False,OWN_CASE_VERDICT__1
低压90-99算严重吗？,14,血压问题查询,40,0.0261,False,OWN_CASE_VERDICT,0.9064,0.8641,False,OWN_CASE_VERDICT__6
