query,bu_leaf,bu_leaf_name,bu_user_need,bu_leaf_pre_governance,bu_family_pre_governance,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_l1_name,td_user_need,td_confidence,td_margin,td_ambiguous,td_decided_by,td_l2,ref_legacy_l2,ref_legacy_dept,ref_legacy_type,snapshot,run_id,generation
秋丝瓜是发物吗？,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,,,42,0.0262,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.3462,0.0656,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__3,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
脾虚用生白术还是炒白术？,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0326,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.7503,0.6902,False,scored_by_health-pool3_model,TREATMENT_SEEKING__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
布病症状有哪些,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.1393,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9549,0.926,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,无明确科室,症状,健康管家Top1w,health-pool3(scored),1
鸭蛋的营养价值与功效,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,,,42,0.0096,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.8862,0.8208,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
胆结石17mm必须手术吗？,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,,,6,0.128,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.8905,0.8421,False,scored_by_health-pool3_model,OWN_CASE_VERDICT__5,疾病知识,外科,手术,健康管家Top1w,health-pool3(scored),1
小细胞癌肺癌晚期不能治了吗,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.0777,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.9077,0.8853,False,scored_by_health-pool3_model,DIAGNOSIS_PROGNOSIS_VERDICT__2,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
我想了解妥布霉素滴眼液,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,,,19,0.1143,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.4081,0.3141,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
糖尿病可以吃香蕉吗,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,,,46,0.0231,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.9906,0.9879,False,scored_by_health-pool3_model,PERMISSION_VERDICT__1,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
腿酸软无力感觉很累是什么原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,,,37,0.0716,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.9814,0.9742,False,scored_by_health-pool3_model,SYMPTOM_CAUSE_LOOKUP__2,疾病知识,无明确科室,症状,健康管家Top1w,health-pool3(scored),1
牙疼怎么止疼最快,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,,,35,0.0054,True,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.9894,0.9877,False,scored_by_health-pool3_model,TREATMENT_SEEKING__1,疾病知识,口腔科,治疗,健康管家Top1w,health-pool3(scored),1
鳞状细胞癌怎么得的?,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.1126,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.6706,0.3892,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
13个角的八角有毒吗,15,解读个人健康指标与用药疑问,用户提供自身或家人的症状、化验指标、用药或身体数据后，获得针对这些信息是否正常、风险多大、用药如何调整的评估和建议。,,,29,0.0032,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.2875,0.0739,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,医疗其它,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
有高血压怎么体检过关,14,血压问题查询,用户就血压数值是否正常、血压异常原因、降压药使用与调整、测量注意事项等获得具体解答后即满足。,,,40,0.2225,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.4365,0.3261,False,scored_by_health-pool3_model,TREATMENT_SEEKING__1,疾病知识,体检科,科普,健康管家Top1w,health-pool3(scored),1
为什么开喉剑越喷越疼,35,呼吸道症状与用药建议查询,用户描述咳嗽、喉咙痛、鼻塞、流鼻涕、有痰等呼吸道症状后，获得可能的病因判断（如是否感冒、鼻炎）以及对应的用药或护理建议，即得到满足。,,,39,0.0605,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.4667,0.0788,False,scored_by_health-pool3_model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,耳鼻咽喉科,症状,健康管家Top1w,health-pool3(scored),1
复方黄连素片作用,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0008,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9675,0.9576,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
脾胃湿热脾胃湿热吃吗中成药好,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0329,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.9022,0.8274,False,scored_by_health-pool3_model,TREATMENT_SEEKING__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
木香顺气丸功效作用与主治,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,,,3,0.0308,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9509,0.9259,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
覆盆子泡水喝一回放几个,13,特定场景饮品饮用适宜性查询,用户给出健康状况、用药或饮食场景，询问能否喝某种饮品；获得针对该具体场景的饮用宜忌及潜在风险说明后，用户即感到满足。,,,18,0.1493,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.5803,0.4321,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
二妙丸功能主治,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0293,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9096,0.8395,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
血栓有什么症状,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,,,31,0.04,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9663,0.945,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
豆浆为什么不能和鸡蛋一起吃,6,食物药物同食同服查询,用户想知道特定食物、药物或药材能否一起食用/服用，或应如何搭配；得到明确的相容性判断或搭配建议后即满足。,,,14,0.1068,False,INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,用户询问两种及以上药物、药与食物、药与酒、或保健品之间能否同时使用、需要间隔多久、是否解药性或冲突，期待风险判定。,0.4343,0.2399,False,scored_by_health-pool3_model,INTERACTION_VERDICT__3,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
大便不成形的原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,,,37,0.0425,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.8679,0.8069,False,scored_by_health-pool3_model,SYMPTOM_CAUSE_LOOKUP__5,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
苦瓜作用与功效,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,,,3,0.032,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9734,0.9574,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
糖尿病都有哪些表现,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,,,46,0.0814,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9519,0.9237,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
低血糖会有什么症状,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,,,46,0.1097,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9809,0.9709,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
女人绝经后还可以性交吗？,29,解答月经避孕怀孕相关疑问,用户得到关于月经、同房、避孕与怀孕可能性及结果的可靠判断或解释后，即得到满足。,,,41,0.02,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.595,0.4739,False,scored_by_health-pool3_model,DIAGNOSIS_PROGNOSIS_VERDICT__4,医疗其它,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
我想了解慢性阻塞性肺疾病,35,呼吸道症状与用药建议查询,用户描述咳嗽、喉咙痛、鼻塞、流鼻涕、有痰等呼吸道症状后，获得可能的病因判断（如是否感冒、鼻炎）以及对应的用药或护理建议，即得到满足。,,,39,0.0097,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.5798,0.3799,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
女 40岁 202609/1000_b_image_2099499226022133760_ad2b6bf.jpg,15,解读个人健康指标与用药疑问,用户提供自身或家人的症状、化验指标、用药或身体数据后，获得针对这些信息是否正常、风险多大、用药如何调整的评估和建议。,,,29,0.2644,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.3231,0.0754,False,scored_by_health-pool3_model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗其它,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
梅毒症状都有什么？,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.0758,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9781,0.9708,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,皮肤科,症状,健康管家Top1w,health-pool3(scored),1
我想了解溶血性贫血,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,,,31,0.002,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.8018,0.6999,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,治疗,健康管家Top1w,health-pool3(scored),1
肺结核皮试不正常图片,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.0326,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.6766,0.5221,False,scored_by_health-pool3_model,DIAGNOSIS_PROGNOSIS_VERDICT__6,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
飞机打多了前列腺炎可以自愈吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,,,17,0.0014,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.5157,0.268,False,scored_by_health-pool3_model,DIAGNOSIS_PROGNOSIS_VERDICT__4,疾病知识,男科,科普,健康管家Top1w,health-pool3(scored),1
匹维溴铵片,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,,,19,0.1694,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.8506,0.7363,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
我想了解柴胡舒肝丸,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0886,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.3614,0.1916,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
有胸闷胸痛且休息后缓解,28,查询身体不适症状原因,用户描述自己或他人的身体不适症状（疼痛、酸胀、头晕、睡眠异常等），获得该症状可能的医学原因以及是否需要就医的一般性建议，即感到满足。,,,33,0.0837,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.6394,0.5114,False,scored_by_health-pool3_model,SYMPTOM_CAUSE_LOOKUP__3,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
吃优甲乐不能吃什么？,8,查询食物药物能否食用,用户想知道某种食物、药物或可食用物品在其所述健康状况、搭配或时间条件下能否食用，得到明确的能或不能判断及理由后即满足。,,,16,0.0528,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.425,0.2241,False,scored_by_health-pool3_model,PERMISSION_VERDICT__1,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
逍遥地黄丸功能主治,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,,,26,0.0839,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9426,0.914,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
后脑勺隐隐作痛,28,查询身体不适症状原因,用户描述自己或他人的身体不适症状（疼痛、酸胀、头晕、睡眠异常等），获得该症状可能的医学原因以及是否需要就医的一般性建议，即感到满足。,,,33,0.1576,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.975,0.9673,False,scored_by_health-pool3_model,SYMPTOM_CAUSE_LOOKUP__2,疾病知识,无明确科室,症状,健康管家Top1w,health-pool3(scored),1
血糖高了怎么办,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,,,46,0.0934,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.9811,0.9726,False,scored_by_health-pool3_model,TREATMENT_SEEKING__2,疾病知识,内科,治疗,健康管家Top1w,health-pool3(scored),1
银耳为什么不能天天吃,8,查询食物药物能否食用,用户想知道某种食物、药物或可食用物品在其所述健康状况、搭配或时间条件下能否食用，得到明确的能或不能判断及理由后即满足。,,,16,0.0341,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.7422,0.6805,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
为什么好多人被猫抓不打疫苗,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.0123,True,ACUTE_EMERGENCY_TRIAGE,急性事件与意外暴露的分诊处理,用户描述刚刚发生的意外（误吞异物、误服过量、动物咬伤、外伤、疑似心梗等）或急性严重症状，要求立即判断危险程度并给出当下处置和就医紧迫性。,0.5076,0.2174,False,scored_by_health-pool3_model,ACUTE_EMERGENCY_TRIAGE__1,疾病知识,无明确科室,科普,健康管家Top1w,health-pool3(scored),1
蝙蝠进屋会留下病毒吗,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,,,47,0.0142,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.5359,0.3206,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,医疗其它,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
根管治疗4次哪次最痛,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,,,43,0.0403,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.2837,0.1124,False,scored_by_health-pool3_model,TREATMENT_SEEKING__1,疾病知识,口腔科,科普,健康管家Top1w,health-pool3(scored),1
我想了解过敏原检测,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,,,38,0.0106,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.4966,0.3474,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,无明确科室,科普,健康管家Top1w,health-pool3(scored),1
减肥可以吃南瓜吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,,,17,0.0932,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.9762,0.9683,False,scored_by_health-pool3_model,PERMISSION_VERDICT__1,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
胃火大的症状,35,呼吸道症状与用药建议查询,用户描述咳嗽、喉咙痛、鼻塞、流鼻涕、有痰等呼吸道症状后，获得可能的病因判断（如是否感冒、鼻炎）以及对应的用药或护理建议，即得到满足。,,,39,0.0574,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.4969,0.0839,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,症状,健康管家Top1w,health-pool3(scored),1
大麦茶有什么功效与作用？,23,查询物品功效与作用,用户提交某个具体物品（药材、食物、药品或保健品）后，获得该物品的功效、作用、用法、禁忌或不良反应等直接说明即可满足。,,,25,0.0597,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9877,0.9791,False,scored_by_health-pool3_model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),健康管家Top1w,health-pool3(scored),1
冠心病猝死的前兆,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,,,31,0.1949,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9649,0.9551,False,scored_by_health-pool3_model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,内科,科普,健康管家Top1w,health-pool3(scored),1
