层级,类,类名,快照,n,子群,stratum_share,query,typicality_pct,length_pct,pv_raw
叶,49,银行信息查询,助手头部1k,53,查询利率、费率、限额并试算利息/还款,0.0755,工商银行卡扣费30元,0.858,0.368,56.0
叶,49,银行信息查询,助手头部1k,53,其他非金融意图或无明确意图,0.0755,邮政储蓄银行 短信通知服务,0.16,0.585,142.0
叶,49,银行信息查询,助手头部1k,53,查询可报价品种实时行情与价格,0.0566,工商银行股票,0.481,0.264,107.0
叶,21,保险公司电话查询,助手头部1k,11,解析裸非可报价名称,0.4545,平安保险,0.955,0.227,46.0
叶,21,保险公司电话查询,助手头部1k,11,查询机构联系方式、网点信息及号码归属,0.2727,平安车险电话,0.318,0.455,504.0
叶,21,保险公司电话查询,助手头部1k,11,其他非金融意图或无明确意图,0.1818,平安雇主责任险价格,0.5,0.773,90.0
叶,26,查询个股股票行情与股吧讨论,助手头部1k,17,查询可报价品种实时行情与价格,0.9412,洛阳钼业股票,0.971,0.559,136.0
叶,22,查询科技股与科创板信息,助手头部1k,13,查询可报价品种实时行情与价格,0.3846,天娱数科股票,0.577,0.231,82.0
叶,22,查询科技股与科创板信息,助手头部1k,13,请求个股买卖持有决策与涨跌预测,0.3077,中天科技未来有上涨空间吗,0.885,0.808,44.0
叶,22,查询科技股与科创板信息,助手头部1k,13,查询个股与公司层面的消息、公告与进度,0.1538,电科思仪中签号,0.346,0.462,74.0
叶,23,科技类股票信息查询,助手头部1k,21,查询可报价品种实时行情与价格,0.9524,宇树科技股票,0.976,0.476,228.0
叶,18,查询保险相关业务,助手头部1k,11,解析裸非可报价名称,0.6364,保险,0.955,0.045,78.0
叶,18,查询保险相关业务,助手头部1k,11,获取银行/支付业务办理步骤与所需资料,0.0909,买保险留电话入口,0.318,0.955,1382.0
叶,18,查询保险相关业务,助手头部1k,11,对“是不是/是A还是B”给出裁决结论,0.0909,众安保险可靠吗,0.136,0.818,49.0
叶,62,查询金价,助手头部1k,34,查询可报价品种实时行情与价格,0.5882,金价,0.985,0.044,2343.0
叶,62,查询金价,助手头部1k,34,请求个股买卖持有决策与涨跌预测,0.2941,金价还会继续涨吗,0.926,0.676,54.0
叶,60,市场价格行情查询,助手头部1k,20,查询可报价品种实时行情与价格,1.0,白银价格,0.975,0.325,416.0
叶,59,实时行情查询,助手头部1k,16,查询可报价品种实时行情与价格,1.0,美股实时行情,0.969,0.094,1610.0
叶,45,查询股份公司及股票信息,助手头部1k,26,查询可报价品种实时行情与价格,0.9231,共进股份,0.942,0.365,48.0
叶,30,股票行情与选股建议查询,助手随机1k,207,请求个股买卖持有决策与涨跌预测,0.3768,目前有自有矿产估价处于历史低位的股票,0.973,0.751,1.0
叶,30,股票行情与选股建议查询,助手随机1k,207,解释金融术语与交易/业务规则,0.2029,就是有承接就是有上涨动能，无承接就没上涨，动能就是弹的就是量柱一直没超过开盘的红量柱，那就是下跌呗,0.983,0.937,1.0
叶,30,股票行情与选股建议查询,助手随机1k,207,查询个股与公司层面的消息、公告与进度,0.1256,恒大集团整体重组的可能性有多大,0.428,0.563,1.0
叶,30,股票行情与选股建议查询,助手随机1k,207,其他非金融意图或无明确意图,0.1063,零零二四三七你你看一下那个我昨天是四块三毛八买的今天四块五毛五卖了然后今天四块三毛九接回来一万股我感觉他把那个低点抬高了你看见没有今天的最低点是四块一毛五你以我觉得他这该是要往上走了对前不是来了几个大绿柱啊嗯能该出的货出完了有些是吧要做做做了收了收了也收了也收了昨天是九今天是八希望下午不要跌下去跌下去跌下去那就是买早了,0.993,0.998,1.0
叶,10,查询转账与账户业务可行性,助手随机1k,63,对“是不是/是A还是B”给出裁决结论,0.3333,就是这张卡，我昨天办完之后，我爸跟我说这个要三年后才能取出来用，而且以后也一直都是10块钱，这是真的吗？,0.96,0.944,1.0
叶,10,查询转账与账户业务可行性,助手随机1k,63,解释金融术语与交易/业务规则,0.1429,东方财富的国债逆回购百万分之一的手续费经理说搞活动时才有，不是对接经理就能谈,0.944,0.833,1.0
叶,10,查询转账与账户业务可行性,助手随机1k,63,排查账户与交易异常,0.1429,小问题就是想不通假如只有一百块钱转了三次每个人的问题都解决了钱还回来了有点想不通,0.976,0.849,1.0
叶,10,查询转账与账户业务可行性,助手随机1k,63,其他非金融意图或无明确意图,0.1111,那不一定，他那种我也不知道，可能是高度人才签，也可能是长期工签，那毕竟签证是单位给他办的，他是被单位派过去常住的，一般这种可以去咨询一下单位，我觉得这种外派常驻的单位是很鼓励你在当地买房的,0.992,0.976,1.0
叶,10,查询转账与账户业务可行性,助手随机1k,63,获取银行/支付业务办理步骤与所需资料,0.1111,你家又发行月币，又制定月球交易法，咋的？你家就要强行啊，你家咋的？你家现在就是咋的？,0.77,0.865,1.0
叶,7,基金净值查询,助手随机1k,12,解析裸非可报价名称,0.25,余懿‌基金经理怎样,0.708,0.125,1.0
叶,7,基金净值查询,助手随机1k,12,解释金融术语与交易/业务规则,0.25,新手买基金，提供一套6只组合，所有基金成绩时间超过5年，金额超5亿。,0.958,0.958,1.0
叶,7,基金净值查询,助手随机1k,12,查询可报价品种实时行情与价格,0.1667,590001今天的净值,0.125,0.292,1.0
叶,7,基金净值查询,助手随机1k,12,其他非金融意图或无明确意图,0.1667,今天是净流出吧,0.042,0.042,1.0
叶,66,金融行情数据查询,助手随机1k,56,查询可报价品种实时行情与价格,0.2857,2026年8月28号股市股金行情,0.955,0.384,1.0
叶,66,金融行情数据查询,助手随机1k,56,查询个股与公司层面的消息、公告与进度,0.2679,杭电股份2026年目标价预测是多少,0.848,0.455,2.0
叶,66,金融行情数据查询,助手随机1k,56,请求个股买卖持有决策与涨跌预测,0.1071,2026年银价预测是多少,0.991,0.107,2.0
叶,66,金融行情数据查询,助手随机1k,56,查询利率、费率、限额并试算利息/还款,0.1071,2026年银行利息哪个最高,0.777,0.143,1.0
叶,66,金融行情数据查询,助手随机1k,56,解释金融术语与交易/业务规则,0.0714,全面综合准确分析沪深主板兼并重组那些个股无财务造假风险、无戴帽风险、无退市风险、跌到多少元最好基本面最好价值强支撑位跌无可跌到多少元绝对安全边际支撑位大买盘回归合理价值转涨到多少元正确预计转上升趋势总行程最多的个股排行，上升到多少元后转下降趋势及2026年12月底前及2026年9月前转涨幅多少及时间日期强支撑、压力位情况,0.295,0.973,1.0
叶,67,贷款月供计算,助手随机1k,19,查询利率、费率、限额并试算利息/还款,0.6316,贷款120万，等额本息30年还清，第一年和第二年的利率是5.85%后面的利率是3.3%，总共要还多少利息,0.974,0.895,1.0
叶,67,贷款月供计算,助手随机1k,19,其他非金融意图或无明确意图,0.2105,6千到8千都有人买的，9000都快到1万了，那么肯定是没有人买的，行情我还是知道的😂,0.289,0.763,1.0
叶,72,金融代码查询,助手随机1k,10,其他非金融意图或无明确意图,0.5,10.84呢,0.75,0.15,1.0
叶,72,金融代码查询,助手随机1k,10,请求个股买卖持有决策与涨跌预测,0.1,301689这只股票有投资价值吗,0.55,0.55,1.0
叶,72,金融代码查询,助手随机1k,10,解析裸非可报价名称,0.1,中航信托·天信(2019)35号第29期是否已兑付,0.45,0.85,1.0
叶,72,金融代码查询,助手随机1k,10,查询个股与公司层面的消息、公告与进度,0.1,丰汇00727业绩预告全文,0.05,0.25,1.0
叶,72,金融代码查询,助手随机1k,10,查询可报价品种实时行情与价格,0.1,开盘18425最低18405最高18535,0.95,0.65,1.0
叶,65,计算存贷款利息,助手随机1k,25,查询利率、费率、限额并试算利息/还款,0.72,10万元存半年利息有多少,0.9,0.2,1.0
叶,65,计算存贷款利息,助手随机1k,25,请求个股买卖持有决策与涨跌预测,0.08,这三期数据中哪个账号盈利最高,0.06,0.38,1.0
叶,65,计算存贷款利息,助手随机1k,25,其他非金融意图或无明确意图,0.04,再缺钱啊，也不要用快手借钱，因为他现在借钱这个利息是真的不高，这几天已经给他们,0.34,0.92,1.0
叶,71,查询价格与金额,助手随机1k,28,查询利率、费率、限额并试算利息/还款,0.5357,能透支多少钱,0.982,0.054,1.0
叶,71,查询价格与金额,助手随机1k,28,其他非金融意图或无明确意图,0.1429,整理一下这三张小票都买的啥，多少钱呢？,0.875,0.875,1.0
叶,71,查询价格与金额,助手随机1k,28,请求个股买卖持有决策与涨跌预测,0.1071,筹码峰集中度多少适合买入,0.696,0.375,1.0
叶,71,查询价格与金额,助手随机1k,28,解释金融术语与交易/业务规则,0.0714,DIFF数值多少代表趋势转强,0.054,0.643,1.0
叶,35,货币兑换金额换算查询,助手随机1k,10,查询汇率并换算外币金额,0.9,5000万美金等于多少人民币？,0.95,0.75,3.0
叶,58,查询黄金价格,助手随机1k,11,解释金融术语与交易/业务规则,0.3636,央行增持黄金的历史数据,0.955,0.364,1.0
叶,58,查询黄金价格,助手随机1k,11,查询可报价品种实时行情与价格,0.2727,现货黄金下跌，下周黄金股走势,0.864,0.636,1.0
叶,58,查询黄金价格,助手随机1k,11,请求个股买卖持有决策与涨跌预测,0.1818,我认为黄金还会回调到4100美元附近,0.591,0.864,2.0
叶,48,银行卡业务查询与办理指导,助手随机1k,23,获取银行/支付业务办理步骤与所需资料,0.4348,有没有其他方法查询他人银行卡余额,0.804,0.739,1.0
叶,48,银行卡业务查询与办理指导,助手随机1k,23,查询利率、费率、限额并试算利息/还款,0.2174,有哪些银行卡提现免手续费,0.761,0.304,1.0
叶,48,银行卡业务查询与办理指导,助手随机1k,23,其他非金融意图或无明确意图,0.1304,把价值1400万比特币卖到三大平台，你再算算用几天能全部提现到银行卡,0.239,0.935,1.0
叶,48,银行卡业务查询与办理指导,助手随机1k,23,解释金融术语与交易/业务规则,0.087,不是喇叭哨吃卡片是哪个开户行？,0.109,0.652,1.0
叶,47,查询办理信用卡业务,助手随机1k,12,对“是不是/是A还是B”给出裁决结论,0.5,工行信用卡降额到0，还能恢复吗,0.875,0.542,1.0
叶,47,查询办理信用卡业务,助手随机1k,12,获取银行/支付业务办理步骤与所需资料,0.1667,农村信用社信用卡禁用后如何恢复,0.542,0.542,1.0
叶,47,查询办理信用卡业务,助手随机1k,12,其他非金融意图或无明确意图,0.1667,有网贷吗？没有信用卡欠多少？不欠网赌赌球炒b粘不沾都不碰喝大酒吗？应酬偶尔喝动手打女人吗？我看着像有这个爱好，看不出来，所以才问,0.125,0.958,1.0
叶,70,查询定期存款利率,助手随机1k,14,查询利率、费率、限额并试算利息/还款,0.4286,国有六大行里哪家存款利率最高,0.607,0.393,1.0
叶,70,查询定期存款利率,助手随机1k,14,解释金融术语与交易/业务规则,0.2143,银行的活期存款，星期六星期天也有利息产生吗？,0.75,0.893,1.0
叶,70,查询定期存款利率,助手随机1k,14,获取银行/支付业务办理步骤与所需资料,0.1429,工商银行02920存单整存整取销户回单凭证里的借方就是我的定期存单，贷方就是我的借记卡。银行是充当什么角色？,0.536,0.964,1.0
叶,70,查询定期存款利率,助手随机1k,14,对“是不是/是A还是B”给出裁决结论,0.0714,20万存农行大额存单能买吗,0.321,0.286,1.0
叶,33,查询人民币兑外币汇率,助手随机1k,10,查询汇率并换算外币金额,0.8,泰铢兑换人民币汇率多少,0.95,0.1,1.0
叶,50,农业银行及农村信用社服务信息查询,助手随机1k,14,查询机构联系方式、网点信息及号码归属,0.3571,有没有农业银行在三口镇的网点,0.893,0.429,1.0
叶,50,农业银行及农村信用社服务信息查询,助手随机1k,14,其他非金融意图或无明确意图,0.2143,鞋都三期，农业银行今天上班,0.964,0.321,1.0
叶,50,农业银行及农村信用社服务信息查询,助手随机1k,14,查询利率、费率、限额并试算利息/还款,0.1429,30万存农业银行一个月,0.464,0.179,1.0
叶,50,农业银行及农村信用社服务信息查询,助手随机1k,14,对“是不是/是A还是B”给出裁决结论,0.0714,中国农业银行得不得也办一一张信用卡？,0.821,0.786,1.0
叶,50,农业银行及农村信用社服务信息查询,助手随机1k,14,请求个股买卖持有决策与涨跌预测,0.0714,农业银行股票最佳买入点,0.393,0.179,1.0
叶,12,金融业务操作与问题处理方法查询,助手随机1k,26,获取银行/支付业务办理步骤与所需资料,0.5,新换的身份证，银行怎么怎么更新？,0.788,0.885,1.0
叶,12,金融业务操作与问题处理方法查询,助手随机1k,26,解释金融术语与交易/业务规则,0.1923,卖空怎么理解,0.981,0.077,1.0
叶,12,金融业务操作与问题处理方法查询,助手随机1k,26,查询个股与公司层面的消息、公告与进度,0.1538,洛阳钼业分红情况怎么样,0.635,0.385,1.0
叶,63,查询价格走势图,助手随机1k,29,查询可报价品种实时行情与价格,0.4483,星期一走势,0.879,0.052,1.0
叶,63,查询价格走势图,助手随机1k,29,请求个股买卖持有决策与涨跌预测,0.3103,请问碳酸锂价格今天截止11点30分收盘至又昨天比较跌涨趋势如何？请分析告知明天走势如何？谢谢,0.81,0.983,1.0
叶,63,查询价格走势图,助手随机1k,29,其他非金融意图或无明确意图,0.1034,给我一张揉搓线的图片示例,0.052,0.586,1.0
叶,45,查询股份公司及股票信息,助手随机1k,14,请求个股买卖持有决策与涨跌预测,0.2857,各钢铁股比较也有鞍钢股份,0.536,0.393,1.0
叶,45,查询股份公司及股票信息,助手随机1k,14,查询个股与公司层面的消息、公告与进度,0.2857,中色股份分红政策有何变化,0.393,0.393,1.0
叶,45,查询股份公司及股票信息,助手随机1k,14,解释金融术语与交易/业务规则,0.2143,鸿搏股份主营业务是什么,0.25,0.179,1.0
叶,45,查询股份公司及股票信息,助手随机1k,14,查询可报价品种实时行情与价格,0.0714,内行人看沪电股份,0.893,0.036,1.0
叶,52,下载安装金融类App,助手随机1k,14,打开目标页面或获取官方应用入口,0.5714,有凭证借条app下载,0.964,0.25,2.0
叶,52,下载安装金融类App,助手随机1k,14,对“是不是/是A还是B”给出裁决结论,0.1429,平安银行APP不绑卡能查助学贷款进度吗,0.393,0.964,1.0
叶,52,下载安装金融类App,助手随机1k,14,查询个股与公司层面的消息、公告与进度,0.0714,OPPO vivo手机业务的财报,0.25,0.679,1.0
叶,52,下载安装金融类App,助手随机1k,14,确认或反查标的代码与名称对应,0.0714,a股学习pdf,0.321,0.071,1.0
叶,25,查询股票信息,助手随机1k,20,查询可报价品种实时行情与价格,0.55,盐湖钾肥股票,0.975,0.2,1.0
叶,25,查询股票信息,助手随机1k,20,请求个股买卖持有决策与涨跌预测,0.2,绿控这股票值得购买吗,0.575,0.675,1.0
叶,25,查询股票信息,助手随机1k,20,解释金融术语与交易/业务规则,0.15,对应流股票的影响,0.625,0.425,1.0
叶,11,查询金融术语含义,助手随机1k,20,解释金融术语与交易/业务规则,0.55,初始费用是什么,0.975,0.025,1.0
叶,11,查询金融术语含义,助手随机1k,20,其他非金融意图或无明确意图,0.1,他说所以压他降息2000块，赢就是12万了，很有性价比，什么意思？,0.125,0.925,1.0
叶,11,查询金融术语含义,助手随机1k,20,排查账户与交易异常,0.1,工商银行转账显示1072是什么意思?常见原因及解决方法,0.275,0.875,1.0
叶,11,查询金融术语含义,助手随机1k,20,解析裸非可报价名称,0.1,美国韦伯斯特金融是做什么的？,0.075,0.675,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,其他非金融意图或无明确意图,0.2222,能提供更多关于P.G.Investment的信息吗,0.972,0.972,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,解析裸非可报价名称,0.1667,vnr,0.194,0.111,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,查询个股与公司层面的消息、公告与进度,0.1667,中航信托五大资金池最终兑付方案何时公布,0.861,0.861,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,比较两个金融对象并给出取舍,0.1111,光大理财阳光金增与阳光金创有啥不同哪个好,0.528,0.917,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,解释金融术语与交易/业务规则,0.1111,八财管道和中财冲突嘛,0.806,0.417,1.0
叶,31,查询财经门户与市场行情,助手随机1k,18,获取银行/支付业务办理步骤与所需资料,0.1111,到月底北交所打新,0.083,0.306,1.0
叶,17,查询保险公司信息,助手随机1k,16,对“是不是/是A还是B”给出裁决结论,0.1875,保险公司住院保险对日间手术报销吗？,0.406,0.688,1.0
叶,17,查询保险公司信息,助手随机1k,16,其他非金融意图或无明确意图,0.1875,易宝支付有限公司的主要业务有哪些,0.469,0.531,1.0
叶,17,查询保险公司信息,助手随机1k,16,核验机构平台与金融信息来源的真伪资质,0.125,安徽中安财产保险是正规公司吗,0.344,0.344,1.0
叶,17,查询保险公司信息,助手随机1k,16,请求个股买卖持有决策与涨跌预测,0.125,哪些工业软件公司最有投资价值,0.281,0.344,1.0
叶,17,查询保险公司信息,助手随机1k,16,查询个股与公司层面的消息、公告与进度,0.0625,ST康佳退市后，公司会重组吗,0.031,0.344,1.0
叶,17,查询保险公司信息,助手随机1k,16,解析裸非可报价名称,0.0625,北京做p top最大的一家，什么保的公司啊？,0.219,0.938,1.0
叶,17,查询保险公司信息,助手随机1k,16,查询机构联系方式、网点信息及号码归属,0.0625,哪家保险公司的服务网点在芜湖最多,0.844,0.531,1.0
叶,43,支付方式使用与设置查询,助手随机1k,11,获取银行/支付业务办理步骤与所需资料,0.3636,怎样取消免密支付功能,0.955,0.455,5.0
叶,43,支付方式使用与设置查询,助手随机1k,11,解释金融术语与交易/业务规则,0.1818,押一付三是按季度付钱的嘛,0.591,0.682,1.0
叶,43,支付方式使用与设置查询,助手随机1k,11,其他非金融意图或无明确意图,0.1818,请用啪嗒来支付,0.864,0.136,2.0
叶,43,支付方式使用与设置查询,助手随机1k,11,对“是不是/是A还是B”给出裁决结论,0.0909,。香港可以使用微信支付吗？,0.136,0.818,1.0
叶,18,查询保险相关业务,助手随机1k,19,对“是不是/是A还是B”给出裁决结论,0.2632,福特翼虎前挡风玻璃更换有保险吗,0.816,0.605,1.0
叶,18,查询保险相关业务,助手随机1k,19,获取银行/支付业务办理步骤与所需资料,0.2105,保险佐证材料如何提交,0.553,0.079,1.0
叶,18,查询保险相关业务,助手随机1k,19,解释金融术语与交易/业务规则,0.2105,聊惠保投保4年有哪些好处,0.395,0.263,1.0
叶,18,查询保险相关业务,助手随机1k,19,其他非金融意图或无明确意图,0.1053,不是我问那个保单那个事儿,0.5,0.263,1.0
叶,18,查询保险相关业务,助手随机1k,19,比较两个金融对象并给出取舍,0.1053,自费修和走保险哪个更划算,0.868,0.263,1.0
叶,49,银行信息查询,助手随机1k,38,查询机构联系方式、网点信息及号码归属,0.3421,北京银行南京分行有哪些其他网点,0.724,0.671,1.0
叶,49,银行信息查询,助手随机1k,38,对“是不是/是A还是B”给出裁决结论,0.1316,长沙银行在北京有合作银行吗,0.987,0.5,1.0
叶,49,银行信息查询,助手随机1k,38,比较两个金融对象并给出取舍,0.1316,郑州银行和工行哪个更适合我,0.961,0.5,1.0
叶,49,银行信息查询,助手随机1k,38,获取银行/支付业务办理步骤与所需资料,0.1053,手机银行如何设置才能防诈骗,0.145,0.5,1.0
叶,49,银行信息查询,助手随机1k,38,其他非金融意图或无明确意图,0.0789,张勇、刘田田在费县农商银行有贷款吗,0.697,0.855,1.0
叶,49,银行信息查询,助手随机1k,38,解释金融术语与交易/业务规则,0.0789,平安银行哪些理财可靠,0.645,0.184,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,解释已发生市场现象的原因,0.2,中报披露共是跌，中国西电也是披露就跌,0.95,0.75,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,查询个股与公司层面的消息、公告与进度,0.1,中国广电增持歌华有线预计何时启动,0.75,0.6,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,其他非金融意图或无明确意图,0.1,中国资本基本没有良心底线,0.55,0.35,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,解释金融术语与交易/业务规则,0.1,中国邮政世界500强排名波动原因,0.05,0.6,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,请求个股买卖持有决策与涨跌预测,0.1,中国重汽未来有增长空间吗,0.35,0.35,2.0
叶,53,中国银行服务信息查询,助手随机1k,10,查询机构联系方式、网点信息及号码归属,0.1,中国银行广州网点地址大全,0.25,0.35,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,获取银行/支付业务办理步骤与所需资料,0.1,中国银行开封学院门支行没有这个名字，那他叫什么名字呀？,0.65,0.95,1.0
叶,53,中国银行服务信息查询,助手随机1k,10,打开目标页面或获取官方应用入口,0.1,哔哩哔哩中国银行联名卡,0.45,0.15,1.0
叶,64,查询金融业务数值与代码,助手随机1k,29,查询利率、费率、限额并试算利息/还款,0.4828,燃气险的保费一般是多少,0.879,0.293,1.0
叶,64,查询金融业务数值与代码,助手随机1k,29,解释金融术语与交易/业务规则,0.2069,洛轴股份中签率是多少？,0.948,0.293,1.0
叶,64,查询金融业务数值与代码,助手随机1k,29,查询可报价品种实时行情与价格,0.1034,科拓生物股价目标价是多少,0.155,0.466,1.0
叶,64,查询金融业务数值与代码,助手随机1k,29,查询个股与公司层面的消息、公告与进度,0.069,度亘核芯上市后股价预计是多少,0.638,0.621,1.0
叶,22,查询科技股与科创板信息,助手随机1k,30,请求个股买卖持有决策与涨跌预测,0.3667,闻泰科技还可以买入吗,0.683,0.117,1.0
叶,22,查询科技股与科创板信息,助手随机1k,30,查询个股与公司层面的消息、公告与进度,0.3,中央汇金买入中天科技后有何动作,0.983,0.667,1.0
叶,22,查询科技股与科创板信息,助手随机1k,30,解释金融术语与交易/业务规则,0.1,科创板股票开盘价如何预测,0.717,0.383,1.0
叶,22,查询科技股与科创板信息,助手随机1k,30,其他非金融意图或无明确意图,0.0667,安泰科技当前主力资金是流入还是流出,0.75,0.883,1.0
叶,19,车险购买与理赔咨询,助手随机1k,22,其他非金融意图或无明确意图,0.3182,车上人员责任险买几个座位最划算,0.886,0.614,1.0
叶,19,车险购买与理赔咨询,助手随机1k,22,解释金融术语与交易/业务规则,0.1818,持有超过一个月有哪些具体风险,0.659,0.477,1.0
叶,19,车险购买与理赔咨询,助手随机1k,22,对“是不是/是A还是B”给出裁决结论,0.1364,我老婆自己缴纳了绍兴最基本的医保，我给他们买了越惠保，她自己还买了重疾险，我还有必要给她买好医保长期医疗吗？,0.386,0.977,1.0
叶,19,车险购买与理赔咨询,助手随机1k,22,查询机构联系方式、网点信息及号码归属,0.0909,人保车险客服的加班情况多吗,0.75,0.364,1.0
叶,19,车险购买与理赔咨询,助手随机1k,22,核验机构平台与金融信息来源的真伪资质,0.0909,安盛天平车险有哪些缺点,0.841,0.227,9.0
叶,8,查询贷款信息,助手随机1k,20,获取银行/支付业务办理步骤与所需资料,0.35,生源地贷款学生毕业后需要做什么,0.825,0.6,1.0
叶,8,查询贷款信息,助手随机1k,20,查询利率、费率、限额并试算利息/还款,0.2,申请北行惠企贷需要满足哪些条件,0.725,0.6,1.0
叶,8,查询贷款信息,助手随机1k,20,对“是不是/是A还是B”给出裁决结论,0.15,如果不办卡，贷款会自动取消吗,0.625,0.4,1.0
叶,8,查询贷款信息,助手随机1k,20,解释金融术语与交易/业务规则,0.1,新规下哪些行业属于贷款禁入名单,0.675,0.6,1.0
叶,28,股指行情查询,助手语音头部1k,35,查询可报价品种实时行情与价格,0.8857,深证指数,0.986,0.243,19.0
叶,62,查询金价,助手语音头部1k,24,查询可报价品种实时行情与价格,0.9167,今日国内金价,0.979,0.583,8.0
叶,58,查询黄金价格,助手语音头部1k,46,查询可报价品种实时行情与价格,0.9565,今日的黄金价格,0.989,0.543,13.0
叶,27,查询市场行情,助手语音头部1k,59,查询可报价品种实时行情与价格,0.9322,股市行情,0.992,0.263,159.0
叶,31,查询财经门户与市场行情,助手语音头部1k,30,查询可报价品种实时行情与价格,0.4,京东方a股,0.85,0.683,7.0
叶,31,查询财经门户与市场行情,助手语音头部1k,30,解析裸非可报价名称,0.3667,发发财经,0.65,0.433,17.0
叶,31,查询财经门户与市场行情,助手语音头部1k,30,打开目标页面或获取官方应用入口,0.1,东方财富网,0.983,0.683,66.0
叶,25,查询股票信息,助手语音头部1k,204,查询可报价品种实时行情与价格,0.9902,股票,0.998,0.007,102.0
叶,35,货币兑换金额换算查询,助手语音头部1k,13,查询汇率并换算外币金额,1.0,1日元等于多少人民币,0.962,0.423,11.0
叶,33,查询人民币兑外币汇率,助手语音头部1k,39,查询汇率并换算外币金额,1.0,人民币对美元的汇率,0.987,0.872,13.0
叶,45,查询股份公司及股票信息,助手语音头部1k,29,查询可报价品种实时行情与价格,1.0,股份,0.983,0.017,11.0
叶,32,证券股票信息查询,助手语音头部1k,23,查询可报价品种实时行情与价格,0.5652,华安证券股票,0.935,0.783,9.0
叶,32,证券股票信息查询,助手语音头部1k,23,解析裸非可报价名称,0.4348,东北证券,0.543,0.283,38.0
叶,0,股票代码查询,助手语音头部1k,72,查询可报价品种实时行情与价格,1.0,002837,0.993,0.326,13.0
叶,23,科技类股票信息查询,助手语音头部1k,28,查询可报价品种实时行情与价格,1.0,深科技股票,0.982,0.054,46.0
叶,60,市场价格行情查询,助手语音头部1k,15,查询可报价品种实时行情与价格,1.0,今日白银价格,0.967,0.5,19.0
叶,6,查询股票代码与指数信息,助手语音头部1k,19,查询可报价品种实时行情与价格,1.0,000001,0.974,0.447,7.0
叶,59,实时行情查询,助手语音头部1k,15,查询可报价品种实时行情与价格,0.9333,纽约黄金实时行情,0.967,0.367,11.0
叶,34,查询美元兑日元汇率,助手语音头部1k,11,查询汇率并换算外币金额,0.7273,美元兑日元汇率,0.955,0.727,16.0
叶,34,查询美元兑日元汇率,助手语音头部1k,11,解析裸非可报价名称,0.0909,一元,0.136,0.136,9.0
叶,55,银行客服电话查询,助手语音头部1k,20,查询机构联系方式、网点信息及号码归属,1.0,建行客服电话,0.975,0.2,10.0
叶,1,查询300开头股票代码与行情,助手语音头部1k,16,查询可报价品种实时行情与价格,1.0,300801,0.969,0.344,8.0
叶,26,查询个股股票行情与股吧讨论,助手语音头部1k,15,查询可报价品种实时行情与价格,1.0,厦门钨业股票,0.967,0.467,8.0
叶,49,银行信息查询,助手语音头部1k,29,解析裸非可报价名称,0.6552,银行,0.983,0.034,32.0
叶,49,银行信息查询,助手语音头部1k,29,查询机构联系方式、网点信息及号码归属,0.2069,工商银行电话,0.845,0.741,34.0
叶,72,金融代码查询,助手语音头部1k,14,查询可报价品种实时行情与价格,0.9286,001409,0.964,0.5,8.0
叶,30,股票行情与选股建议查询,助手语音头部1k,38,查询可报价品种实时行情与价格,0.6579,股价,0.987,0.026,13.0
叶,30,股票行情与选股建议查询,助手语音头部1k,38,查询个股与公司层面的消息、公告与进度,0.1579,华润新能源什么时候上市,0.303,0.974,13.0
叶,63,查询价格走势图,助手语音头部1k,18,查询可报价品种实时行情与价格,0.9444,黄金走势图,0.972,0.139,14.0
叶,50,农业银行及农村信用社服务信息查询,助手语音头部1k,10,解析裸非可报价名称,0.5,农业银行,0.95,0.2,24.0
叶,50,农业银行及农村信用社服务信息查询,助手语音头部1k,10,查询机构联系方式、网点信息及号码归属,0.3,附近的农业银行,0.85,0.85,8.0
叶,46,查询股份股票及股吧信息,助手语音头部1k,20,查询可报价品种实时行情与价格,0.9,彩虹股份股票,0.975,0.425,13.0
叶,21,保险公司电话查询,助手语音头部1k,11,查询机构联系方式、网点信息及号码归属,0.6364,平安保险电话,0.955,0.591,10.0
叶,21,保险公司电话查询,助手语音头部1k,11,解析裸非可报价名称,0.3636,太平,0.045,0.091,15.0
叶,24,证券股吧查询,助手语音头部1k,10,打开目标页面或获取官方应用入口,1.0,领益智造股吧,0.95,0.6,9.0
叶,30,股票行情与选股建议查询,助手语音1k,78,请求个股买卖持有决策与涨跌预测,0.3077,ai股票龙头一览表,0.801,0.237,
叶,30,股票行情与选股建议查询,助手语音1k,78,解释金融术语与交易/业务规则,0.2308,炒股票到底是以个股为准还是以大盘为准,0.878,0.679,
叶,30,股票行情与选股建议查询,助手语音1k,78,查询可报价品种实时行情与价格,0.1923,亚马逊近日股价,0.468,0.096,
