L1,L1名,对比,a,b,方向,词,a中次数,b中次数,z
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,科技,2,25,2.3
TXN_ISSUE,排查账户与交易异常,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,已,12,2,-2.11
TXN_ISSUE,排查账户与交易异常,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,关闭,10,1,-2.04
TXN_ISSUE,排查账户与交易异常,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,几天,2,8,1.97
COMPARISON_DECISION,比较两个金融对象并给出取舍,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,卡,8,1,-2.05
COMPARISON_DECISION,比较两个金融对象并给出取舍,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,基金,0,9,2.15
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏a,最新消息,56,1,-3.12
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏a,今天,34,1,-2.46
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏a,分红,43,5,-2.26
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,大,4,7,2.64
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,重组,14,12,2.36
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,多,3,5,2.21
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,何时,3,5,2.17
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,可能性,3,5,2.17
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,界面·随机层,2026搜索随机1w,助手随机1k,偏b,后,4,5,2.02
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,华润,8,6,-3.19
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,发债,5,2,-2.81
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,新能源,6,5,-2.67
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,上市,19,39,-2.64
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,什么,14,33,-2.62
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,长鑫,6,6,-2.49
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,存储,4,2,-2.46
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,时间,10,16,-2.45
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,转债,4,2,-2.45
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,股市,4,3,-2.39
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,时候,12,22,-2.36
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,人民币,0,1,-2.32
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,预计,4,3,-2.25
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,最新消息,23,56,-2.25
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏a,吧,1,5,-2.23
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏b,年,0,49,2.54
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏b,分红,1,43,2.36
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,深度·搜索内,2026搜索,2026搜索随机1w,偏b,2026,0,43,2.25
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,2025,27,11,-3.86
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,重组,24,14,-3.04
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,2024,10,1,-2.69
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,分红,45,43,-2.49
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,2026,1,43,3.55
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,中,2,20,2.42
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,业绩,9,34,2.27
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,为什么,2,16,2.05
